task,model,variant,label,precision,recall,f1_score,support,model_family,is_summary_label,variant_order,model_order
topic,tfidf_char_svm,typo_medium,accuracy,,,0.8259633607075174,,baseline,True,2,2
topic,tfidf_char_svm,typo_medium,macro avg,0.6965815470231264,0.7565011951574984,0.7214172771884035,3166.0,baseline,True,2,2
topic,tfidf_char_svm,typo_medium,weighted avg,0.8473274271172466,0.8259633607075174,0.8343510883718528,3166.0,baseline,True,2,2
topic,phobert,typo_medium,facility,0.9225352112676056,0.903448275862069,0.9128919860627178,145.0,phobert,False,2,3
topic,phobert,typo_medium,lecturer,0.936272370144042,0.9366812227074236,0.9364767518009168,2290.0,phobert,False,2,3
topic,phobert,typo_medium,others,0.5735294117647058,0.490566037735849,0.5288135593220339,159.0,phobert,False,2,3
topic,phobert,typo_medium,training_program,0.7520938023450586,0.784965034965035,0.7681779298545766,572.0,phobert,False,2,3
topic,phobert,typo_medium,accuracy,,,0.8853442830069488,,phobert,True,2,3
topic,phobert,typo_medium,macro avg,0.796107698880353,0.7789151428175941,0.7865900567600613,3166.0,phobert,True,2,3
topic,phobert,typo_medium,weighted avg,0.8841503994553443,0.8853442830069488,0.8845168134593224,3166.0,phobert,True,2,3
topic,majority,teencode_light,facility,0.0,0.0,0.0,145.0,baseline,False,3,0
topic,majority,teencode_light,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0,baseline,False,3,0
topic,majority,teencode_light,others,0.0,0.0,0.0,159.0,baseline,False,3,0
topic,majority,teencode_light,training_program,0.0,0.0,0.0,572.0,baseline,False,3,0
topic,majority,teencode_light,accuracy,,,0.7233101705622236,,baseline,True,3,0
topic,majority,teencode_light,macro avg,0.1808275426405559,0.25,0.2098607038123167,3166.0,baseline,True,3,0
topic,majority,teencode_light,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0,baseline,True,3,0
topic,tfidf_word_svm,teencode_light,facility,0.9178082191780822,0.9241379310344828,0.9209621993127148,145.0,baseline,False,3,1
topic,tfidf_word_svm,teencode_light,lecturer,0.9315623592976136,0.9034934497816594,0.917313234316116,2290.0,baseline,False,3,1
topic,tfidf_word_svm,teencode_light,others,0.4657534246575342,0.4276729559748428,0.4459016393442623,159.0,baseline,False,3,1
topic,tfidf_word_svm,teencode_light,training_program,0.667687595712098,0.7622377622377622,0.7118367346938775,572.0,baseline,False,3,1
topic,tfidf_word_svm,teencode_light,accuracy,,,0.8550221099178774,,baseline,True,3,1
topic,tfidf_word_svm,teencode_light,macro avg,0.7457028997113321,0.7543855247571868,0.7490034519167426,3166.0,baseline,True,3,1
topic,tfidf_word_svm,teencode_light,weighted avg,0.8598648432849733,0.8550221099178774,0.8566821852131666,3166.0,baseline,True,3,1
topic,tfidf_char_svm,teencode_light,facility,0.8562091503267973,0.903448275862069,0.8791946308724832,145.0,baseline,False,3,2
topic,tfidf_char_svm,teencode_light,lecturer,0.933993399339934,0.8650655021834062,0.8982090228973022,2290.0,baseline,False,3,2
topic,tfidf_char_svm,teencode_light,others,0.3670886075949367,0.5471698113207547,0.4393939393939394,159.0,baseline,False,3,2
topic,tfidf_char_svm,teencode_light,training_program,0.6198473282442748,0.7097902097902098,0.6617766911165445,572.0,baseline,False,3,2
topic,tfidf_char_svm,teencode_light,accuracy,,,0.822804801010739,,baseline,True,3,2
topic,tfidf_char_svm,teencode_light,macro avg,0.6942846213764857,0.7563684497891099,0.7196435710700673,3166.0,baseline,True,3,2
topic,tfidf_char_svm,teencode_light,weighted avg,0.8452037181456583,0.822804801010739,0.8315798444705091,3166.0,baseline,True,3,2
topic,phobert,teencode_light,facility,0.93006993006993,0.9172413793103448,0.9236111111111112,145.0,phobert,False,3,3
topic,phobert,teencode_light,lecturer,0.935132781889421,0.937991266375546,0.9365598430346632,2290.0,phobert,False,3,3
topic,phobert,teencode_light,others,0.5826771653543307,0.4654088050314465,0.5174825174825175,159.0,phobert,False,3,3
topic,phobert,teencode_light,training_program,0.7462437395659433,0.7814685314685315,0.7634500426985482,572.0,phobert,False,3,3
topic,phobert,teencode_light,accuracy,,,0.885028427037271,,phobert,True,3,3
topic,phobert,teencode_light,macro avg,0.7985309042199062,0.7755274955464672,0.78527587858171,3166.0,phobert,True,3,3
topic,phobert,teencode_light,weighted avg,0.8830736887902628,0.885028427037271,0.8836445977143965,3166.0,phobert,True,3,3
topic,majority,mixed_light,facility,0.0,0.0,0.0,145.0,baseline,False,4,0
topic,majority,mixed_light,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0,baseline,False,4,0
topic,majority,mixed_light,others,0.0,0.0,0.0,159.0,baseline,False,4,0
topic,majority,mixed_light,training_program,0.0,0.0,0.0,572.0,baseline,False,4,0
topic,majority,mixed_light,accuracy,,,0.7233101705622236,,baseline,True,4,0
topic,majority,mixed_light,macro avg,0.1808275426405559,0.25,0.2098607038123167,3166.0,baseline,True,4,0
topic,majority,mixed_light,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0,baseline,True,4,0
topic,tfidf_word_svm,mixed_light,facility,0.9154929577464788,0.896551724137931,0.9059233449477352,145.0,baseline,False,4,1
topic,tfidf_word_svm,mixed_light,lecturer,0.9276672694394212,0.8960698689956332,0.9115948467347844,2290.0,baseline,False,4,1
topic,tfidf_word_svm,mixed_light,others,0.435064935064935,0.4213836477987421,0.4281150159744409,159.0,baseline,False,4,1
topic,tfidf_word_svm,mixed_light,training_program,0.6534954407294833,0.7517482517482518,0.6991869918699187,572.0,baseline,False,4,1
topic,tfidf_word_svm,mixed_light,accuracy,,,0.8461781427668983,,baseline,True,4,1
topic,tfidf_word_svm,mixed_light,macro avg,0.7329301507450796,0.7414383731701396,0.7362050498817199,3166.0,baseline,True,4,1
topic,tfidf_word_svm,mixed_light,weighted avg,0.8528361473980112,0.8461781427668983,0.8486785631489602,3166.0,baseline,True,4,1
topic,tfidf_char_svm,mixed_light,facility,0.8636363636363636,0.9172413793103448,0.8896321070234113,145.0,baseline,False,4,2
topic,tfidf_char_svm,mixed_light,lecturer,0.9313264346190028,0.8646288209606987,0.8967391304347826,2290.0,baseline,False,4,2
topic,tfidf_char_svm,mixed_light,others,0.3539094650205761,0.5408805031446541,0.4278606965174129,159.0,baseline,False,4,2
topic,tfidf_char_svm,mixed_light,training_program,0.6236391912908242,0.701048951048951,0.660082304526749,572.0,baseline,False,4,2
topic,tfidf_char_svm,mixed_light,accuracy,,,0.8212255211623499,,baseline,True,4,2
topic,tfidf_char_svm,mixed_light,macro avg,0.6931278636416917,0.7559499136161622,0.7185785596255889,3166.0,baseline,True,4,2
topic,tfidf_char_svm,mixed_light,weighted avg,0.8436380386485823,0.8212255211623499,0.8301093471729677,3166.0,baseline,True,4,2
topic,phobert,mixed_light,facility,0.9097222222222222,0.903448275862069,0.9065743944636678,145.0,phobert,False,4,3
topic,phobert,mixed_light,lecturer,0.931887201735358,0.937991266375546,0.9349292709466812,2290.0,phobert,False,4,3
topic,phobert,mixed_light,others,0.5597014925373134,0.4716981132075472,0.5119453924914675,159.0,phobert,False,4,3
topic,phobert,mixed_light,training_program,0.7478559176672385,0.7622377622377622,0.754978354978355,572.0,phobert,False,4,3
topic,phobert,mixed_light,accuracy,,,0.881238155401137,,phobert,True,4,3
topic,phobert,mixed_light,macro avg,0.7872917085405331,0.768843854420731,0.7771068532200429,3166.0,phobert,True,4,3
topic,phobert,mixed_light,weighted avg,0.8789316286845499,0.881238155401137,0.879876264724856,3166.0,phobert,True,4,3
topic,majority,no_accent,facility,0.0,0.0,0.0,145.0,baseline,False,5,0
topic,majority,no_accent,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0,baseline,False,5,0
topic,majority,no_accent,others,0.0,0.0,0.0,159.0,baseline,False,5,0
topic,majority,no_accent,training_program,0.0,0.0,0.0,572.0,baseline,False,5,0
topic,majority,no_accent,accuracy,,,0.7233101705622236,,baseline,True,5,0
topic,majority,no_accent,macro avg,0.1808275426405559,0.25,0.2098607038123167,3166.0,baseline,True,5,0
topic,majority,no_accent,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0,baseline,True,5,0
topic,tfidf_word_svm,no_accent,facility,0.4516129032258064,0.096551724137931,0.1590909090909091,145.0,baseline,False,5,1
topic,tfidf_word_svm,no_accent,lecturer,0.7757575757575758,0.3353711790393013,0.4682926829268293,2290.0,baseline,False,5,1
topic,tfidf_word_svm,no_accent,others,0.0632387706855791,0.6729559748427673,0.1156131820637493,159.0,baseline,False,5,1
topic,tfidf_word_svm,no_accent,training_program,0.3421633554083885,0.270979020979021,0.3024390243902439,572.0,baseline,False,5,1
topic,tfidf_word_svm,no_accent,accuracy,,,0.3297536323436513,,baseline,True,5,1
topic,tfidf_word_svm,no_accent,macro avg,0.4081931512693375,0.3439644747497551,0.2613589496179329,3166.0,baseline,True,5,1
topic,tfidf_word_svm,no_accent,weighted avg,0.6467912581444081,0.3297536323436513,0.406454846373966,3166.0,baseline,True,5,1
topic,tfidf_char_svm,no_accent,facility,0.2857142857142857,0.1517241379310344,0.1981981981981982,145.0,baseline,False,5,2
topic,tfidf_char_svm,no_accent,lecturer,0.778839590443686,0.4982532751091703,0.6077230359520639,2290.0,baseline,False,5,2
topic,tfidf_char_svm,no_accent,others,0.0754369825206991,0.5157232704402516,0.131621187800963,159.0,baseline,False,5,2
topic,tfidf_char_svm,no_accent,training_program,0.2532588454376164,0.2377622377622377,0.2452660054102795,572.0,baseline,False,5,2
topic,tfidf_char_svm,no_accent,accuracy,,,0.4361970941250789,,baseline,True,5,2
topic,tfidf_char_svm,no_accent,macro avg,0.3483124260290718,0.3508657303106735,0.2957021068403762,3166.0,baseline,True,5,2
topic,tfidf_char_svm,no_accent,weighted avg,0.6259727647996589,0.4361970941250789,0.4995718303929242,3166.0,baseline,True,5,2
topic,phobert,no_accent,facility,0.2888888888888888,0.0896551724137931,0.1368421052631579,145.0,phobert,False,5,3
topic,phobert,no_accent,lecturer,0.8213333333333334,0.2689956331877729,0.4052631578947368,2290.0,phobert,False,5,3
topic,phobert,no_accent,others,0.0652715495764823,0.8238993710691824,0.1209602954755309,159.0,phobert,False,5,3
topic,phobert,no_accent,training_program,0.1071428571428571,0.0681818181818181,0.0833333333333333,572.0,phobert,False,5,3
topic,phobert,no_accent,accuracy,,,0.2523689197725837,,phobert,True,5,3
topic,phobert,no_accent,macro avg,0.3206591572353904,0.3126829987131416,0.1865997229916897,3166.0,phobert,True,5,3
topic,phobert,no_accent,weighted avg,0.6299450767184451,0.2523689197725837,0.3205287714748519,3166.0,phobert,True,5,3
topic,majority,mixed_no_accent,facility,0.0,0.0,0.0,145.0,baseline,False,6,0
topic,majority,mixed_no_accent,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0,baseline,False,6,0
topic,majority,mixed_no_accent,others,0.0,0.0,0.0,159.0,baseline,False,6,0
topic,majority,mixed_no_accent,training_program,0.0,0.0,0.0,572.0,baseline,False,6,0
topic,majority,mixed_no_accent,accuracy,,,0.7233101705622236,,baseline,True,6,0
topic,majority,mixed_no_accent,macro avg,0.1808275426405559,0.25,0.2098607038123167,3166.0,baseline,True,6,0
topic,majority,mixed_no_accent,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0,baseline,True,6,0
topic,tfidf_word_svm,mixed_no_accent,facility,0.4827586206896552,0.096551724137931,0.160919540229885,145.0,baseline,False,6,1
topic,tfidf_word_svm,mixed_no_accent,lecturer,0.7757390417940877,0.3323144104803493,0.4653011311525527,2290.0,baseline,False,6,1
topic,tfidf_word_svm,mixed_no_accent,others,0.0630841121495327,0.6792452830188679,0.1154462854088722,159.0,baseline,False,6,1
topic,tfidf_word_svm,mixed_no_accent,training_program,0.3490990990990991,0.270979020979021,0.3051181102362205,572.0,baseline,False,6,1
topic,tfidf_word_svm,mixed_no_accent,accuracy,,,0.3278584965255843,,baseline,True,6,1
topic,tfidf_word_svm,mixed_no_accent,macro avg,0.4176702184330937,0.3447726096540423,0.2616962667568826,3166.0,baseline,True,6,1
topic,tfidf_word_svm,mixed_no_accent,weighted avg,0.6494496096730642,0.3278584965255843,0.404850423912763,3166.0,baseline,True,6,1
topic,tfidf_char_svm,mixed_no_accent,facility,0.3,0.1655172413793103,0.2133333333333333,145.0,baseline,False,6,2
topic,tfidf_char_svm,mixed_no_accent,lecturer,0.7796373779637378,0.4882096069868996,0.6004296455424275,2290.0,baseline,False,6,2
topic,tfidf_char_svm,mixed_no_accent,others,0.0771992818671454,0.5408805031446541,0.1351139041633935,159.0,baseline,False,6,2
topic,tfidf_char_svm,mixed_no_accent,training_program,0.2602230483271375,0.2447552447552447,0.2522522522522522,572.0,baseline,False,6,2
topic,tfidf_char_svm,mixed_no_accent,accuracy,,,0.4320909665192672,,baseline,True,6,2
topic,tfidf_char_svm,mixed_no_accent,macro avg,0.3542649270395052,0.3598406490665272,0.3002822838228516,3166.0,baseline,True,6,2
topic,tfidf_char_svm,mixed_no_accent,weighted avg,0.6285508101696015,0.4320909665192672,0.4964272333151485,3166.0,baseline,True,6,2
topic,phobert,mixed_no_accent,facility,0.3111111111111111,0.096551724137931,0.1473684210526315,145.0,phobert,False,6,3
topic,phobert,mixed_no_accent,lecturer,0.8161559888579387,0.2558951965065502,0.3896276595744681,2290.0,phobert,False,6,3
topic,phobert,mixed_no_accent,others,0.0634530250860796,0.8113207547169812,0.1177007299270073,159.0,phobert,False,6,3
topic,phobert,mixed_no_accent,training_program,0.1189189189189189,0.0769230769230769,0.0934182590233545,572.0,phobert,False,6,3
topic,phobert,mixed_no_accent,accuracy,,,0.2441566645609602,,phobert,True,6,3
topic,phobert,mixed_no_accent,macro avg,0.3274097609935121,0.3101726880711348,0.1870287673943653,3166.0,phobert,True,6,3
topic,phobert,mixed_no_accent,weighted avg,0.6292542571718569,0.2441566645609602,0.3113598931452673,3166.0,phobert,True,6,3
